time,T_Cu1,T_Cu2,T_Inco1a,T_Inco1,T_H25a,T_H25b,T_Inco2,T_Inco2a,T_Cu3,T_Cu4
153,150.006040741649,145.167189327278,135.465502437177,121.114616270791,84.1118189336136,76.1005341466454,52.1170747644362,36.2590864049685,26.5692724455177,24.9993294790292
154,150.006671807846,145.196995064848,135.51954094063,121.215516705368,84.0020722689648,76.0131259278745,52.0396534171374,36.2274334862697,26.5646393580003,24.9997407256213
155,149.999862961387,145.201128899988,135.569347018119,121.325934865342,83.8884105159438,75.9357919255382,51.9615555442851,36.1937153988635,26.5588251405958,25.0005126936878
156,149.999838789576,145.216496447219,135.629118613161,121.438794827773,83.7699780997287,75.8521050902297,51.880504277386,36.1624312196698,26.5553441050868,25.0001463975864
157,149.997565791147,145.23688106807,135.672896761135,121.554805640202,83.6469443499419,75.7636559859749,51.796618032485,36.129665974492,26.550365527513,25.0006415767522
158,150.006000807696,145.251141882633,135.726590560096,121.673424247967,83.5290602860331,75.6775804133763,51.7134948746975,36.0949487103171,26.5450576337156,25.0012387026464
159,149.998038701717,145.272451358844,135.782833094815,121.784347652244,83.3997467000315,75.5867016202525,51.6294185546246,36.0621644055565,26.5405040619281,25.0011560785109
160,149.994168041329,145.287633301348,135.839389312837,121.914967305606,83.2717899751194,75.4913420542525,51.5386246548777,36.0269971522608,26.5358637358821,25.0000876677631
161,150.004203781025,145.314190355531,135.902228376685,122.034403546472,83.1404513173456,75.3919767753857,51.452089890308,35.9903338346018,26.5322736913529,25.0011596753249
162,149.998346082554,145.331706074165,135.962084144893,122.163186667994,83.0066552475885,75.2944309925766,51.3615660248658,35.9547969358557,26.5267111664029,24.999039064698
163,149.996125369289,145.337382157805,136.021307206168,122.284539463705,82.8695005467896,75.1934671221682,51.2717154373411,35.9181145855543,26.5224072043666,24.9988786207331
164,149.998558682184,145.365953333058,136.088183249033,122.415711881499,82.7290411129155,75.089086780357,51.1823322796806,35.8824963060299,26.5161661777076,24.9995108723641
165,149.993946817878,145.37808698017,136.148956647994,122.543393401554,82.5859238132575,74.9835309623322,51.0887801318062,35.8447422417177,26.5103497568807,25.0002004795829
166,149.994479599389,145.399615327679,136.214726974913,122.679968457115,82.4382546533793,74.8784905526663,50.9944918101273,35.8054435360369,26.5064903127881,25.0000774111308
167,150.006630758862,145.421083762881,136.281954164565,122.823676082329,82.2861222451598,74.7691396513128,50.896340876471,35.7675576782526,26.5004902751905,25.0010030202316
168,150.006842018103,145.446844717095,136.348798926532,122.960102094044,82.1312981160196,74.649993334365,50.7954946606376,35.7289922402925,26.4968401911046,25.0001013760629
169,150.001128128926,145.459605987147,136.405755814169,123.110442763959,81.9775495911536,74.5325300211967,50.6999296865794,35.6883022776289,26.4912281334928,24.9998299515271
170,149.993396693144,145.488617924786,136.473979019844,123.247128680909,81.8129314477581,74.4156961790255,50.597731114195,35.6472398056424,26.4842691823041,25.0001066674686
171,149.996021698701,145.499892778681,136.551929613169,123.407200675517,81.6444777321027,74.2909633005032,50.4918247145617,35.6036506221535,26.4776032286348,25.0005310370145
172,149.997797378568,145.527315659387,136.61547924477,123.554148994927,81.4698717453317,74.1610699851957,50.3880426928891,35.5624822726625,26.4735267340556,24.9987916867824
173,150.004817910603,145.548847395974,136.694639293627,123.71194585031,81.2940338611077,74.0319020428139,50.2833521351641,35.520307628665,26.4680778574106,25.0007523022051
174,149.992731051565,145.569476865177,136.769504941704,123.874665459145,81.1122295885765,73.8950755316005,50.1732134128479,35.476211182404,26.4624440924907,24.9991062733123
175,149.993145357025,145.594730778714,136.850416231126,124.028417036099,80.9334718143171,73.7528681502147,50.0631175533353,35.4303719926505,26.4539309755143,24.9999461861823
176,149.995034850442,145.617684187258,136.923291772517,124.196156590826,80.7412619398148,73.6122449297827,49.9483950381377,35.3858335234927,26.4487712308843,24.9993920883854
